age,male,female,all,city,district
50-54,89,69,158,Sivas,Gölova
55-59,111,125,236,Sivas,Gölova
60-64,178,200,378,Sivas,Gölova
65-69,155,180,335,Sivas,Gölova
70-74,135,159,294,Sivas,Gölova
75+,193,258,451,Sivas,Gölova
18-24,3508,3342,6850,Bitlis,Güroymak
25-29,1984,1905,3889,Bitlis,Güroymak
30-34,1486,1229,2715,Bitlis,Güroymak
35-39,1617,1507,3124,Bitlis,Güroymak
40-44,1104,1049,2153,Bitlis,Güroymak
45-49,989,802,1791,Bitlis,Güroymak
50-54,887,717,1604,Bitlis,Güroymak
55-59,585,495,1080,Bitlis,Güroymak
60-64,440,463,903,Bitlis,Güroymak
65-69,276,402,678,Bitlis,Güroymak
70-74,190,240,430,Bitlis,Güroymak
75+,233,431,664,Bitlis,Güroymak
18-24,16303,16014,32317,İstanbul,Sarıyer
25-29,12157,11958,24115,İstanbul,Sarıyer
30-34,12986,13290,26276,İstanbul,Sarıyer
35-39,14669,15661,30330,İstanbul,Sarıyer
40-44,13968,14530,28498,İstanbul,Sarıyer
45-49,12889,13145,26034,İstanbul,Sarıyer
50-54,11069,11111,22180,İstanbul,Sarıyer
55-59,8856,8985,17841,İstanbul,Sarıyer
60-64,6693,7280,13973,İstanbul,Sarıyer
65-69,4907,5485,10392,İstanbul,Sarıyer
70-74,3272,3793,7065,İstanbul,Sarıyer
75+,3942,5977,9919,İstanbul,Sarıyer
18-24,525,612,1137,Ankara,Ayaş
25-29,411,322,733,Ankara,Ayaş
30-34,338,290,628,Ankara,Ayaş
35-39,350,334,684,Ankara,Ayaş
40-44,351,348,699,Ankara,Ayaş
45-49,415,400,815,Ankara,Ayaş
50-54,446,442,888,Ankara,Ayaş
55-59,506,486,992,Ankara,Ayaş
60-64,460,490,950,Ankara,Ayaş
65-69,340,383,723,Ankara,Ayaş
70-74,272,305,577,Ankara,Ayaş
75+,411,590,1001,Ankara,Ayaş
18-24,2545,2665,5210,Sinop,Sinop Merkez
25-29,2025,1797,3822,Sinop,Sinop Merkez
30-34,2103,2095,4198,Sinop,Sinop Merkez
35-39,2233,2362,4595,Sinop,Sinop Merkez
40-44,1986,2092,4078,Sinop,Sinop Merkez
45-49,1843,2106,3949,Sinop,Sinop Merkez
50-54,1953,2075,4028,Sinop,Sinop Merkez
55-59,1947,2004,3951,Sinop,Sinop Merkez
60-64,1828,1829,3657,Sinop,Sinop Merkez
65-69,1419,1411,2830,Sinop,Sinop Merkez
70-74,993,1151,2144,Sinop,Sinop Merkez
75+,1281,1986,3267,Sinop,Sinop Merkez
18-24,149,131,280,Çankırı,Atkaracalar
25-29,108,113,221,Çankırı,Atkaracalar
30-34,121,121,242,Çankırı,Atkaracalar
35-39,117,100,217,Çankırı,Atkaracalar
40-44,127,87,214,Çankırı,Atkaracalar
45-49,103,101,204,Çankırı,Atkaracalar
50-54,123,141,264,Çankırı,Atkaracalar
55-59,163,146,309,Çankırı,Atkaracalar
60-64,190,186,376,Çankırı,Atkaracalar
65-69,152,172,324,Çankırı,Atkaracalar
70-74,127,132,259,Çankırı,Atkaracalar
75+,164,201,365,Çankırı,Atkaracalar
18-24,6958,7347,14305,Hatay,Dörtyol
25-29,4264,4626,8890,Hatay,Dörtyol
30-34,4606,4711,9317,Hatay,Dörtyol
35-39,4811,4917,9728,Hatay,Dörtyol
40-44,4151,4194,8345,Hatay,Dörtyol
45-49,3844,3581,7425,Hatay,Dörtyol
50-54,3340,3212,6552,Hatay,Dörtyol
55-59,2841,2811,5652,Hatay,Dörtyol
60-64,2227,2261,4488,Hatay,Dörtyol
65-69,1740,1627,3367,Hatay,Dörtyol
70-74,940,1090,2030,Hatay,Dörtyol
75+,1070,1520,2590,Hatay,Dörtyol
18-24,619,609,1228,Artvin,Şavşat
25-29,388,325,713,Artvin,Şavşat
30-34,350,272,622,Artvin,Şavşat
35-39,380,348,728,Artvin,Şavşat
40-44,403,410,813,Artvin,Şavşat
45-49,530,522,1052,Artvin,Şavşat
50-54,649,581,1230,Artvin,Şavşat
55-59,709,690,1399,Artvin,Şavşat
60-64,924,973,1897,Artvin,Şavşat
65-69,989,986,1975,Artvin,Şavşat
70-74,659,846,1505,Artvin,Şavşat
75+,1146,1316,2462,Artvin,Şavşat
18-24,1321,1281,2602,Mersin,Bozyazı
25-29,684,722,1406,Mersin,Bozyazı
30-34,860,852,1712,Mersin,Bozyazı
35-39,1077,1082,2159,Mersin,Bozyazı
40-44,1126,1113,2239,Mersin,Bozyazı
45-49,1063,1001,2064,Mersin,Bozyazı
50-54,953,965,1918,Mersin,Bozyazı
55-59,779,811,1590,Mersin,Bozyazı
60-64,636,703,1339,Mersin,Bozyazı
65-69,531,566,1097,Mersin,Bozyazı
70-74,405,452,857,Mersin,Bozyazı
75+,621,701,1322,Mersin,Bozyazı
18-24,824,757,1581,Erzurum,Tortum
25-29,462,435,897,Erzurum,Tortum
30-34,387,344,731,Erzurum,Tortum
35-39,397,352,749,Erzurum,Tortum
40-44,382,353,735,Erzurum,Tortum
45-49,395,464,859,Erzurum,Tortum
50-54,418,470,888,Erzurum,Tortum
55-59,463,578,1041,Erzurum,Tortum
60-64,481,590,1071,Erzurum,Tortum
65-69,427,505,932,Erzurum,Tortum
70-74,413,461,874,Erzurum,Tortum
75+,740,854,1594,Erzurum,Tortum
18-24,1058,993,2051,Muğla,Ula
25-29,832,710,1542,Muğla,Ula
30-34,798,753,1551,Muğla,Ula
35-39,954,898,1852,Muğla,Ula
40-44,887,909,1796,Muğla,Ula
45-49,918,874,1792,Muğla,Ula
50-54,900,895,1795,Muğla,Ula
55-59,905,909,1814,Muğla,Ula
60-64,838,888,1726,Muğla,Ula
65-69,679,705,1384,Muğla,Ula
70-74,513,498,1011,Muğla,Ula
75+,849,1051,1900,Muğla,Ula
18-24,1200,1230,2430,Tokat,Reşadiye
25-29,761,704,1465,Tokat,Reşadiye
30-34,779,725,1504,Tokat,Reşadiye
35-39,819,644,1463,Tokat,Reşadiye
40-44,715,718,1433,Tokat,Reşadiye
45-49,732,761,1493,Tokat,Reşadiye
50-54,855,948,1803,Tokat,Reşadiye
55-59,1077,1108,2185,Tokat,Reşadiye
60-64,1186,1389,2575,Tokat,Reşadiye
65-69,1019,1177,2196,Tokat,Reşadiye
70-74,787,950,1737,Tokat,Reşadiye
75+,1211,1551,2762,Tokat,Reşadiye
18-24,4245,4299,8544,Kırklareli,Kırklareli Merkez
25-29,3470,3100,6570,Kırklareli,Kırklareli Merkez
30-34,3506,3070,6576,Kırklareli,Kırklareli Merkez
35-39,3612,3450,7062,Kırklareli,Kırklareli Merkez
40-44,3412,3192,6604,Kırklareli,Kırklareli Merkez
45-49,3054,3041,6095,Kırklareli,Kırklareli Merkez
50-54,2998,3101,6099,Kırklareli,Kırklareli Merkez
55-59,3160,3120,6280,Kırklareli,Kırklareli Merkez
60-64,2896,2970,5866,Kırklareli,Kırklareli Merkez
65-69,2104,2130,4234,Kırklareli,Kırklareli Merkez
70-74,1347,1570,2917,Kırklareli,Kırklareli Merkez
75+,1869,2797,4666,Kırklareli,Kırklareli Merkez
18-24,182,129,311,Kastamonu,Abana
25-29,86,93,179,Kastamonu,Abana
30-34,127,117,244,Kastamonu,Abana
35-39,102,113,215,Kastamonu,Abana
40-44,92,95,187,Kastamonu,Abana
45-49,100,100,200,Kastamonu,Abana
50-54,118,157,275,Kastamonu,Abana
55-59,194,186,380,Kastamonu,Abana
60-64,191,184,375,Kastamonu,Abana
65-69,160,164,324,Kastamonu,Abana
70-74,104,117,221,Kastamonu,Abana
75+,171,211,382,Kastamonu,Abana
18-24,1372,1298,2670,Ordu,Perşembe
25-29,778,628,1406,Ordu,Perşembe
30-34,661,538,1199,Ordu,Perşembe
35-39,716,760,1476,Ordu,Perşembe
40-44,827,886,1713,Ordu,Perşembe
45-49,1005,1099,2104,Ordu,Perşembe
50-54,1391,1305,2696,Ordu,Perşembe
55-59,1344,1226,2570,Ordu,Perşembe
60-64,1344,1372,2716,Ordu,Perşembe
65-69,966,986,1952,Ordu,Perşembe
70-74,754,914,1668,Ordu,Perşembe
75+,1436,2033,3469,Ordu,Perşembe
18-24,856,887,1743,Balıkesir,Kepsut
25-29,509,459,968,Balıkesir,Kepsut
30-34,498,451,949,Balıkesir,Kepsut
35-39,647,540,1187,Balıkesir,Kepsut
40-44,716,676,1392,Balıkesir,Kepsut
45-49,771,769,1540,Balıkesir,Kepsut
50-54,784,839,1623,Balıkesir,Kepsut
55-59,781,880,1661,Balıkesir,Kepsut
60-64,756,855,1611,Balıkesir,Kepsut
65-69,742,788,1530,Balıkesir,Kepsut
70-74,486,624,1110,Balıkesir,Kepsut
75+,807,1151,1958,Balıkesir,Kepsut
18-24,1759,1728,3487,Ordu,Korgan
25-29,943,843,1786,Ordu,Korgan
30-34,1002,873,1875,Ordu,Korgan
35-39,994,854,1848,Ordu,Korgan
40-44,867,836,1703,Ordu,Korgan
45-49,828,770,1598,Ordu,Korgan
50-54,903,965,1868,Ordu,Korgan
55-59,776,807,1583,Ordu,Korgan
60-64,819,853,1672,Ordu,Korgan
65-69,581,685,1266,Ordu,Korgan
70-74,464,558,1022,Ordu,Korgan
75+,690,798,1488,Ordu,Korgan
18-24,3444,3396,6840,İstanbul,Çatalca
25-29,2514,2356,4870,İstanbul,Çatalca
30-34,2624,2512,5136,İstanbul,Çatalca
35-39,2789,2652,5441,İstanbul,Çatalca
40-44,2568,2391,4959,İstanbul,Çatalca
45-49,2585,2382,4967,İstanbul,Çatalca
50-54,2433,2419,4852,İstanbul,Çatalca
55-59,2319,2182,4501,İstanbul,Çatalca
60-64,1993,1909,3902,İstanbul,Çatalca
65-69,1530,1462,2992,İstanbul,Çatalca
70-74,980,1056,2036,İstanbul,Çatalca
75+,1279,1726,3005,İstanbul,Çatalca
18-24,1867,2183,4050,Van,Gevaş
25-29,1218,1187,2405,Van,Gevaş
30-34,1006,861,1867,Van,Gevaş
35-39,878,979,1857,Van,Gevaş
40-44,664,651,1315,Van,Gevaş
45-49,651,666,1317,Van,Gevaş
50-54,673,576,1249,Van,Gevaş
55-59,523,478,1001,Van,Gevaş
60-64,392,403,795,Van,Gevaş
65-69,302,408,710,Van,Gevaş
70-74,189,266,455,Van,Gevaş
75+,276,365,641,Van,Gevaş
18-24,6094,7104,13198,Hatay,Samandağ
25-29,3101,3931,7032,Hatay,Samandağ
30-34,3158,4327,7485,Hatay,Samandağ
35-39,4049,4773,8822,Hatay,Samandağ
40-44,4064,4370,8434,Hatay,Samandağ
45-49,3961,4024,7985,Hatay,Samandağ
50-54,3651,3626,7277,Hatay,Samandağ
55-59,3230,2991,6221,Hatay,Samandağ
60-64,2341,2399,4740,Hatay,Samandağ
65-69,1485,1650,3135,Hatay,Samandağ
70-74,951,1115,2066,Hatay,Samandağ
75+,1585,2121,3706,Hatay,Samandağ
18-24,2405,2608,5013,Aydın,İncirliova
25-29,1761,1824,3585,Aydın,İncirliova
30-34,1918,1843,3761,Aydın,İncirliova
35-39,1849,1827,3676,Aydın,İncirliova
40-44,1669,1699,3368,Aydın,İncirliova
45-49,1725,1540,3265,Aydın,İncirliova
50-54,1530,1452,2982,Aydın,İncirliova
55-59,1453,1486,2939,Aydın,İncirliova
60-64,1168,1262,2430,Aydın,İncirliova
65-69,874,937,1811,Aydın,İncirliova
70-74,540,709,1249,Aydın,İncirliova
75+,833,1287,2120,Aydın,İncirliova
18-24,2530,2687,5217,Erzurum,Horasan
25-29,1485,1409,2894,Erzurum,Horasan
30-34,1309,1217,2526,Erzurum,Horasan
35-39,1318,1241,2559,Erzurum,Horasan
40-44,992,945,1937,Erzurum,Horasan
45-49,928,869,1797,Erzurum,Horasan
50-54,882,720,1602,Erzurum,Horasan
55-59,669,691,1360,Erzurum,Horasan
60-64,544,558,1102,Erzurum,Horasan
65-69,464,540,1004,Erzurum,Horasan
70-74,334,413,747,Erzurum,Horasan
75+,435,623,1058,Erzurum,Horasan
18-24,2414,2650,5064,Elazığ,Kovancılar
25-29,1595,1609,3204,Elazığ,Kovancılar
30-34,1672,1511,3183,Elazığ,Kovancılar
35-39,1419,1494,2913,Elazığ,Kovancılar
40-44,1147,1233,2380,Elazığ,Kovancılar
45-49,1005,1048,2053,Elazığ,Kovancılar
50-54,897,875,1772,Elazığ,Kovancılar
55-59,683,771,1454,Elazığ,Kovancılar
60-64,621,692,1313,Elazığ,Kovancılar
65-69,431,531,962,Elazığ,Kovancılar
70-74,298,390,688,Elazığ,Kovancılar
75+,507,647,1154,Elazığ,Kovancılar
18-24,17289,18570,35859,Adıyaman,Adıyaman Merkez
25-29,11631,11705,23336,Adıyaman,Adıyaman Merkez
30-34,11817,11846,23663,Adıyaman,Adıyaman Merkez
35-39,12011,11830,23841,Adıyaman,Adıyaman Merkez
40-44,9814,9620,19434,Adıyaman,Adıyaman Merkez
45-49,8558,8288,16846,Adıyaman,Adıyaman Merkez
50-54,7447,6449,13896,Adıyaman,Adıyaman Merkez
55-59,5213,5484,10697,Adıyaman,Adıyaman Merkez
60-64,4216,3987,8203,Adıyaman,Adıyaman Merkez
65-69,3216,3712,6928,Adıyaman,Adıyaman Merkez
70-74,1892,2623,4515,Adıyaman,Adıyaman Merkez
75+,2812,3688,6500,Adıyaman,Adıyaman Merkez
18-24,18975,20231,39206,Ankara,Altındağ
25-29,14423,14439,28862,Ankara,Altındağ
30-34,14810,14581,29391,Ankara,Altındağ
35-39,15212,14582,29794,Ankara,Altındağ
40-44,13686,12951,26637,Ankara,Altındağ
45-49,12516,11922,24438,Ankara,Altındağ
50-54,10913,10606,21519,Ankara,Altındağ
55-59,9180,8906,18086,Ankara,Altındağ
60-64,6766,6815,13581,Ankara,Altındağ
65-69,4518,5296,9814,Ankara,Altındağ
70-74,2728,3638,6366,Ankara,Altındağ
75+,3773,6222,9995,Ankara,Altındağ
18-24,10590,11848,22438,Mardin,Artuklu
25-29,7836,7884,15720,Mardin,Artuklu
30-34,6785,6504,13289,Mardin,Artuklu
35-39,5703,5743,11446,Mardin,Artuklu
40-44,4548,4392,8940,Mardin,Artuklu
45-49,3918,3792,7710,Mardin,Artuklu
50-54,3144,2759,5903,Mardin,Artuklu
55-59,2205,2176,4381,Mardin,Artuklu
60-64,1746,1640,3386,Mardin,Artuklu
65-69,1193,1309,2502,Mardin,Artuklu
70-74,737,974,1711,Mardin,Artuklu
75+,1287,1740,3027,Mardin,Artuklu
18-24,362,376,738,Aksaray,Ağaçören
25-29,207,180,387,Aksaray,Ağaçören
30-34,202,191,393,Aksaray,Ağaçören
35-39,267,213,480,Aksaray,Ağaçören
40-44,253,226,479,Aksaray,Ağaçören
45-49,221,243,464,Aksaray,Ağaçören
50-54,250,291,541,Aksaray,Ağaçören
55-59,267,306,573,Aksaray,Ağaçören
60-64,292,343,635,Aksaray,Ağaçören
65-69,258,341,599,Aksaray,Ağaçören
70-74,193,212,405,Aksaray,Ağaçören
75+,251,339,590,Aksaray,Ağaçören
18-24,378,318,696,Giresun,Doğankent
25-29,233,192,425,Giresun,Doğankent
30-34,229,200,429,Giresun,Doğankent
35-39,215,184,399,Giresun,Doğankent
40-44,195,167,362,Giresun,Doğankent
45-49,208,178,386,Giresun,Doğankent
50-54,239,182,421,Giresun,Doğankent
55-59,179,205,384,Giresun,Doğankent
60-64,212,196,408,Giresun,Doğankent
65-69,148,178,326,Giresun,Doğankent
70-74,83,145,228,Giresun,Doğankent
75+,147,275,422,Giresun,Doğankent
18-24,258,262,520,Kastamonu,Küre
25-29,191,156,347,Kastamonu,Küre
30-34,229,164,393,Kastamonu,Küre
35-39,199,175,374,Kastamonu,Küre
40-44,178,161,339,Kastamonu,Küre
45-49,161,151,312,Kastamonu,Küre
50-54,183,179,362,Kastamonu,Küre
55-59,184,202,386,Kastamonu,Küre
60-64,177,192,369,Kastamonu,Küre
65-69,164,204,368,Kastamonu,Küre
70-74,114,165,279,Kastamonu,Küre
75+,199,246,445,Kastamonu,Küre
18-24,1253,1253,2506,Yalova,Çınarcık
25-29,939,852,1791,Yalova,Çınarcık
30-34,907,762,1669,Yalova,Çınarcık
35-39,904,895,1799,Yalova,Çınarcık
40-44,891,949,1840,Yalova,Çınarcık
45-49,884,999,1883,Yalova,Çınarcık
50-54,983,1150,2133,Yalova,Çınarcık
55-59,1119,1222,2341,Yalova,Çınarcık
60-64,1140,1217,2357,Yalova,Çınarcık
65-69,996,1020,2016,Yalova,Çınarcık
70-74,738,737,1475,Yalova,Çınarcık
75+,949,1120,2069,Yalova,Çınarcık
18-24,3070,3073,6143,Tekirdağ,Ergene
25-29,2607,2237,4844,Tekirdağ,Ergene
30-34,2677,2411,5088,Tekirdağ,Ergene
35-39,2863,2361,5224,Tekirdağ,Ergene
40-44,2410,2146,4556,Tekirdağ,Ergene
45-49,2177,1937,4114,Tekirdağ,Ergene
50-54,1994,1915,3909,Tekirdağ,Ergene
55-59,1783,1641,3424,Tekirdağ,Ergene
60-64,1407,1423,2830,Tekirdağ,Ergene
65-69,976,1117,2093,Tekirdağ,Ergene
70-74,608,770,1378,Tekirdağ,Ergene
75+,784,1143,1927,Tekirdağ,Ergene
18-24,1384,1375,2759,Trabzon,Vakfıkebir
25-29,838,854,1692,Trabzon,Vakfıkebir
30-34,788,802,1590,Trabzon,Vakfıkebir
35-39,889,895,1784,Trabzon,Vakfıkebir
40-44,851,909,1760,Trabzon,Vakfıkebir
45-49,902,920,1822,Trabzon,Vakfıkebir
50-54,965,882,1847,Trabzon,Vakfıkebir
55-59,882,886,1768,Trabzon,Vakfıkebir
60-64,807,911,1718,Trabzon,Vakfıkebir
65-69,558,607,1165,Trabzon,Vakfıkebir
70-74,386,544,930,Trabzon,Vakfıkebir
75+,762,1260,2022,Trabzon,Vakfıkebir
18-24,1833,1840,3673,İzmir,Çeşme
25-29,1487,1407,2894,İzmir,Çeşme
30-34,1591,1522,3113,İzmir,Çeşme
35-39,1842,1732,3574,İzmir,Çeşme
40-44,1660,1546,3206,İzmir,Çeşme
45-49,1570,1539,3109,İzmir,Çeşme
50-54,1509,1480,2989,İzmir,Çeşme
55-59,1461,1417,2878,İzmir,Çeşme
60-64,1268,1330,2598,İzmir,Çeşme
65-69,1067,1029,2096,İzmir,Çeşme
70-74,802,874,1676,İzmir,Çeşme
75+,1077,1134,2211,İzmir,Çeşme
18-24,445,417,862,Rize,İyidere
25-29,235,235,470,Rize,İyidere
30-34,233,221,454,Rize,İyidere
35-39,291,254,545,Rize,İyidere
40-44,285,286,571,Rize,İyidere
45-49,378,318,696,Rize,İyidere
50-54,332,332,664,Rize,İyidere
55-59,288,297,585,Rize,İyidere
60-64,279,278,557,Rize,İyidere
65-69,199,219,418,Rize,İyidere
70-74,124,210,334,Rize,İyidere
75+,193,349,542,Rize,İyidere
18-24,283,259,542,Burdur,Altınyayla
25-29,152,140,292,Burdur,Altınyayla
30-34,161,130,291,Burdur,Altınyayla
35-39,154,140,294,Burdur,Altınyayla
40-44,155,151,306,Burdur,Altınyayla
45-49,187,198,385,Burdur,Altınyayla
50-54,211,186,397,Burdur,Altınyayla
55-59,182,209,391,Burdur,Altınyayla
60-64,173,183,356,Burdur,Altınyayla
65-69,137,135,272,Burdur,Altınyayla
70-74,101,142,243,Burdur,Altınyayla
75+,229,319,548,Burdur,Altınyayla
18-24,588,574,1162,Bolu,Göynük
25-29,509,403,912,Bolu,Göynük
30-34,510,444,954,Bolu,Göynük
35-39,526,484,1010,Bolu,Göynük
40-44,518,435,953,Bolu,Göynük
45-49,396,442,838,Bolu,Göynük
50-54,431,473,904,Bolu,Göynük
55-59,477,515,992,Bolu,Göynük
60-64,515,526,1041,Bolu,Göynük
65-69,413,478,891,Bolu,Göynük
70-74,362,430,792,Bolu,Göynük
75+,719,891,1610,Bolu,Göynük
18-24,28369,29023,57392,Antalya,Kepez
25-29,21073,21534,42607,Antalya,Kepez
30-34,22364,21781,44145,Antalya,Kepez
35-39,23556,22395,45951,Antalya,Kepez
40-44,19883,19356,39239,Antalya,Kepez
45-49,17437,17120,34557,Antalya,Kepez
50-54,15163,14248,29411,Antalya,Kepez
55-59,12318,11870,24188,Antalya,Kepez
60-64,8895,8959,17854,Antalya,Kepez
65-69,6013,5972,11985,Antalya,Kepez
70-74,3361,3699,7060,Antalya,Kepez
75+,3482,4628,8110,Antalya,Kepez
18-24,283,276,559,Kırşehir,Boztepe
25-29,190,144,334,Kırşehir,Boztepe
30-34,123,105,228,Kırşehir,Boztepe
35-39,158,138,296,Kırşehir,Boztepe
40-44,152,154,306,Kırşehir,Boztepe
45-49,185,195,380,Kırşehir,Boztepe
50-54,245,211,456,Kırşehir,Boztepe
55-59,239,202,441,Kırşehir,Boztepe
60-64,196,202,398,Kırşehir,Boztepe
65-69,150,164,314,Kırşehir,Boztepe
70-74,117,181,298,Kırşehir,Boztepe
75+,133,224,357,Kırşehir,Boztepe
18-24,179,181,360,Kırıkkale,Karakeçili
25-29,107,85,192,Kırıkkale,Karakeçili
30-34,72,85,157,Kırıkkale,Karakeçili
35-39,89,84,173,Kırıkkale,Karakeçili
40-44,97,87,184,Kırıkkale,Karakeçili
45-49,108,103,211,Kırıkkale,Karakeçili
50-54,125,117,242,Kırıkkale,Karakeçili
55-59,102,98,200,Kırıkkale,Karakeçili
60-64,94,102,196,Kırıkkale,Karakeçili
65-69,63,97,160,Kırıkkale,Karakeçili
70-74,68,51,119,Kırıkkale,Karakeçili
75+,70,112,182,Kırıkkale,Karakeçili
18-24,225,279,504,Bursa,Harmancık
25-29,157,160,317,Bursa,Harmancık
30-34,201,167,368,Bursa,Harmancık
35-39,179,153,332,Bursa,Harmancık
40-44,153,145,298,Bursa,Harmancık
45-49,175,183,358,Bursa,Harmancık
50-54,217,266,483,Bursa,Harmancık
55-59,272,322,594,Bursa,Harmancık
60-64,273,311,584,Bursa,Harmancık
65-69,227,274,501,Bursa,Harmancık
70-74,163,202,365,Bursa,Harmancık
75+,280,366,646,Bursa,Harmancık
18-24,36552,36864,73416,İstanbul,Pendik
25-29,29121,29565,58686,İstanbul,Pendik
30-34,32140,31879,64019,İstanbul,Pendik
35-39,34691,33362,68053,İstanbul,Pendik
40-44,29241,27373,56614,İstanbul,Pendik
45-49,24214,22504,46718,İstanbul,Pendik
50-54,19564,18422,37986,İstanbul,Pendik
55-59,15074,14319,29393,İstanbul,Pendik
60-64,10679,10974,21653,İstanbul,Pendik
65-69,6907,7397,14304,İstanbul,Pendik
70-74,3922,5021,8943,İstanbul,Pendik
75+,4622,7304,11926,İstanbul,Pendik
18-24,348,316,664,Çanakkale,Eceabat
25-29,260,240,500,Çanakkale,Eceabat
30-34,293,249,542,Çanakkale,Eceabat
35-39,338,308,646,Çanakkale,Eceabat
40-44,273,268,541,Çanakkale,Eceabat
45-49,341,300,641,Çanakkale,Eceabat
50-54,320,307,627,Çanakkale,Eceabat
55-59,371,360,731,Çanakkale,Eceabat
60-64,350,354,704,Çanakkale,Eceabat
65-69,285,313,598,Çanakkale,Eceabat
70-74,218,210,428,Çanakkale,Eceabat
75+,308,479,787,Çanakkale,Eceabat
18-24,102,102,204,Antalya,İbradı
25-29,96,62,158,Antalya,İbradı
30-34,87,59,146,Antalya,İbradı
35-39,83,68,151,Antalya,İbradı
40-44,79,75,154,Antalya,İbradı
45-49,78,83,161,Antalya,İbradı
50-54,83,83,166,Antalya,İbradı
55-59,114,101,215,Antalya,İbradı
60-64,90,98,188,Antalya,İbradı
65-69,66,90,156,Antalya,İbradı
70-74,82,97,179,Antalya,İbradı
75+,173,239,412,Antalya,İbradı
18-24,15004,15249,30253,İstanbul,Kadıköy
25-29,13875,14784,28659,İstanbul,Kadıköy
30-34,15863,17340,33203,İstanbul,Kadıköy
35-39,17512,19716,37228,İstanbul,Kadıköy
40-44,15963,18500,34463,İstanbul,Kadıköy
45-49,14433,17380,31813,İstanbul,Kadıköy
50-54,12875,16524,29399,İstanbul,Kadıköy
55-59,12602,16503,29105,İstanbul,Kadıköy
60-64,11960,15898,27858,İstanbul,Kadıköy
65-69,10288,13841,24129,İstanbul,Kadıköy
70-74,8429,12107,20536,İstanbul,Kadıköy
75+,13211,23556,36767,İstanbul,Kadıköy
18-24,7776,8232,16008,Ankara,Pursaklar
25-29,5441,6019,11460,Ankara,Pursaklar
30-34,5972,6360,12332,Ankara,Pursaklar
35-39,6427,6368,12795,Ankara,Pursaklar
40-44,5746,5330,11076,Ankara,Pursaklar
45-49,4762,4585,9347,Ankara,Pursaklar
50-54,4034,3744,7778,Ankara,Pursaklar
55-59,3200,3014,6214,Ankara,Pursaklar
60-64,2139,2063,4202,Ankara,Pursaklar
65-69,1322,1398,2720,Ankara,Pursaklar
70-74,719,897,1616,Ankara,Pursaklar
75+,858,1259,2117,Ankara,Pursaklar
18-24,12289,13227,25516,Diyarbakır,Yenişehir
25-29,9578,9495,19073,Diyarbakır,Yenişehir
30-34,8270,8080,16350,Diyarbakır,Yenişehir
35-39,7770,7812,15582,Diyarbakır,Yenişehir
40-44,6020,6171,12191,Diyarbakır,Yenişehir
45-49,4814,4766,9580,Diyarbakır,Yenişehir
50-54,4119,3880,7999,Diyarbakır,Yenişehir
55-59,2797,2872,5669,Diyarbakır,Yenişehir
60-64,2007,2073,4080,Diyarbakır,Yenişehir
65-69,1407,1685,3092,Diyarbakır,Yenişehir
70-74,905,1345,2250,Diyarbakır,Yenişehir
75+,1375,2215,3590,Diyarbakır,Yenişehir
18-24,1624,1548,3172,Manisa,Sarıgöl
25-29,1012,1037,2049,Manisa,Sarıgöl
30-34,1178,1184,2362,Manisa,Sarıgöl
35-39,1356,1316,2672,Manisa,Sarıgöl
40-44,1315,1253,2568,Manisa,Sarıgöl
45-49,1303,1282,2585,Manisa,Sarıgöl
50-54,1425,1330,2755,Manisa,Sarıgöl
55-59,1343,1422,2765,Manisa,Sarıgöl
60-64,1167,1196,2363,Manisa,Sarıgöl
65-69,857,966,1823,Manisa,Sarıgöl
70-74,520,712,1232,Manisa,Sarıgöl
75+,786,1262,2048,Manisa,Sarıgöl
18-24,1499,1539,3038,Siirt,Şirvan
25-29,839,697,1536,Siirt,Şirvan
30-34,524,525,1049,Siirt,Şirvan
35-39,575,601,1176,Siirt,Şirvan
40-44,477,452,929,Siirt,Şirvan
45-49,393,350,743,Siirt,Şirvan
50-54,367,369,736,Siirt,Şirvan
55-59,315,259,574,Siirt,Şirvan
60-64,228,274,502,Siirt,Şirvan
65-69,188,261,449,Siirt,Şirvan
70-74,157,182,339,Siirt,Şirvan
75+,196,301,497,Siirt,Şirvan
18-24,1302,1309,2611,Yalova,Altınova
25-29,971,956,1927,Yalova,Altınova
30-34,977,903,1880,Yalova,Altınova
35-39,1131,1053,2184,Yalova,Altınova
40-44,988,879,1867,Yalova,Altınova
45-49,884,783,1667,Yalova,Altınova
50-54,741,729,1470,Yalova,Altınova
55-59,673,658,1331,Yalova,Altınova
60-64,615,640,1255,Yalova,Altınova
65-69,452,472,924,Yalova,Altınova
70-74,309,354,663,Yalova,Altınova
75+,396,592,988,Yalova,Altınova
18-24,2380,2652,5032,Hatay,Erzin
25-29,1479,1447,2926,Hatay,Erzin
30-34,1504,1439,2943,Hatay,Erzin
35-39,1499,1500,2999,Hatay,Erzin
40-44,1233,1315,2548,Hatay,Erzin
45-49,1156,1277,2433,Hatay,Erzin
50-54,1159,1106,2265,Hatay,Erzin
55-59,1124,1078,2202,Hatay,Erzin
60-64,909,888,1797,Hatay,Erzin
65-69,690,702,1392,Hatay,Erzin
70-74,396,445,841,Hatay,Erzin
75+,494,733,1227,Hatay,Erzin
18-24,23590,24259,47849,İzmir,Karabağlar
25-29,18193,18009,36202,İzmir,Karabağlar
30-34,18816,18979,37795,İzmir,Karabağlar
35-39,20058,20363,40421,İzmir,Karabağlar
