age,male,female,all,city,district,Sandık sayısı,Kayıtlı seçmen sayısı,Oy kullanan seçmen sayısı,Geçerli oy sayısı,AK PARTİ,MHP,HÜDA PAR,VATAN PARTİSİ,HDP,CHP,SAADET PARTİSİ,İYİ PARTİ,CUMHUR İTTİFAKI,MİLLET İTTİFAKI,BĞMZ
70-74,225,245,470,Kastamonu,Çatalzeytin,47.0,5530.0,4755.0,4543.0,2836.0,507.0,19.0,27.0,39.0,646.0,75.0,324.0,55.0,15.0,0.0
75+,314,488,802,Kastamonu,Çatalzeytin,47.0,5530.0,4755.0,4543.0,2836.0,507.0,19.0,27.0,39.0,646.0,75.0,324.0,55.0,15.0,0.0
18-24,2158,2150,4308,Erzurum,Karayazı,99.0,16250.0,13557.0,13098.0,2765.0,200.0,44.0,37.0,9734.0,149.0,59.0,83.0,22.0,5.0,0.0
25-29,1038,876,1914,Erzurum,Karayazı,99.0,16250.0,13557.0,13098.0,2765.0,200.0,44.0,37.0,9734.0,149.0,59.0,83.0,22.0,5.0,0.0
30-34,803,699,1502,Erzurum,Karayazı,99.0,16250.0,13557.0,13098.0,2765.0,200.0,44.0,37.0,9734.0,149.0,59.0,83.0,22.0,5.0,0.0
35-39,786,837,1623,Erzurum,Karayazı,99.0,16250.0,13557.0,13098.0,2765.0,200.0,44.0,37.0,9734.0,149.0,59.0,83.0,22.0,5.0,0.0
40-44,672,598,1270,Erzurum,Karayazı,99.0,16250.0,13557.0,13098.0,2765.0,200.0,44.0,37.0,9734.0,149.0,59.0,83.0,22.0,5.0,0.0
45-49,658,624,1282,Erzurum,Karayazı,99.0,16250.0,13557.0,13098.0,2765.0,200.0,44.0,37.0,9734.0,149.0,59.0,83.0,22.0,5.0,0.0
50-54,492,467,959,Erzurum,Karayazı,99.0,16250.0,13557.0,13098.0,2765.0,200.0,44.0,37.0,9734.0,149.0,59.0,83.0,22.0,5.0,0.0
55-59,479,412,891,Erzurum,Karayazı,99.0,16250.0,13557.0,13098.0,2765.0,200.0,44.0,37.0,9734.0,149.0,59.0,83.0,22.0,5.0,0.0
60-64,346,377,723,Erzurum,Karayazı,99.0,16250.0,13557.0,13098.0,2765.0,200.0,44.0,37.0,9734.0,149.0,59.0,83.0,22.0,5.0,0.0
65-69,304,360,664,Erzurum,Karayazı,99.0,16250.0,13557.0,13098.0,2765.0,200.0,44.0,37.0,9734.0,149.0,59.0,83.0,22.0,5.0,0.0
70-74,227,275,502,Erzurum,Karayazı,99.0,16250.0,13557.0,13098.0,2765.0,200.0,44.0,37.0,9734.0,149.0,59.0,83.0,22.0,5.0,0.0
75+,256,356,612,Erzurum,Karayazı,99.0,16250.0,13557.0,13098.0,2765.0,200.0,44.0,37.0,9734.0,149.0,59.0,83.0,22.0,5.0,0.0
18-24,147,137,284,Kastamonu,Hanönü,26.0,3305.0,2912.0,2807.0,1354.0,427.0,16.0,37.0,16.0,665.0,18.0,233.0,33.0,8.0,0.0
25-29,122,111,233,Kastamonu,Hanönü,26.0,3305.0,2912.0,2807.0,1354.0,427.0,16.0,37.0,16.0,665.0,18.0,233.0,33.0,8.0,0.0
30-34,104,91,195,Kastamonu,Hanönü,26.0,3305.0,2912.0,2807.0,1354.0,427.0,16.0,37.0,16.0,665.0,18.0,233.0,33.0,8.0,0.0
35-39,110,115,225,Kastamonu,Hanönü,26.0,3305.0,2912.0,2807.0,1354.0,427.0,16.0,37.0,16.0,665.0,18.0,233.0,33.0,8.0,0.0
40-44,130,90,220,Kastamonu,Hanönü,26.0,3305.0,2912.0,2807.0,1354.0,427.0,16.0,37.0,16.0,665.0,18.0,233.0,33.0,8.0,0.0
45-49,104,94,198,Kastamonu,Hanönü,26.0,3305.0,2912.0,2807.0,1354.0,427.0,16.0,37.0,16.0,665.0,18.0,233.0,33.0,8.0,0.0
50-54,129,125,254,Kastamonu,Hanönü,26.0,3305.0,2912.0,2807.0,1354.0,427.0,16.0,37.0,16.0,665.0,18.0,233.0,33.0,8.0,0.0
55-59,186,153,339,Kastamonu,Hanönü,26.0,3305.0,2912.0,2807.0,1354.0,427.0,16.0,37.0,16.0,665.0,18.0,233.0,33.0,8.0,0.0
60-64,171,161,332,Kastamonu,Hanönü,26.0,3305.0,2912.0,2807.0,1354.0,427.0,16.0,37.0,16.0,665.0,18.0,233.0,33.0,8.0,0.0
65-69,125,158,283,Kastamonu,Hanönü,26.0,3305.0,2912.0,2807.0,1354.0,427.0,16.0,37.0,16.0,665.0,18.0,233.0,33.0,8.0,0.0
70-74,134,139,273,Kastamonu,Hanönü,26.0,3305.0,2912.0,2807.0,1354.0,427.0,16.0,37.0,16.0,665.0,18.0,233.0,33.0,8.0,0.0
75+,185,284,469,Kastamonu,Hanönü,26.0,3305.0,2912.0,2807.0,1354.0,427.0,16.0,37.0,16.0,665.0,18.0,233.0,33.0,8.0,0.0
18-24,292,261,553,Eskişehir,İnönü,23.0,5352.0,5017.0,4888.0,2542.0,505.0,8.0,8.0,57.0,1165.0,64.0,474.0,47.0,17.0,1.0
25-29,192,159,351,Eskişehir,İnönü,23.0,5352.0,5017.0,4888.0,2542.0,505.0,8.0,8.0,57.0,1165.0,64.0,474.0,47.0,17.0,1.0
30-34,197,152,349,Eskişehir,İnönü,23.0,5352.0,5017.0,4888.0,2542.0,505.0,8.0,8.0,57.0,1165.0,64.0,474.0,47.0,17.0,1.0
35-39,196,172,368,Eskişehir,İnönü,23.0,5352.0,5017.0,4888.0,2542.0,505.0,8.0,8.0,57.0,1165.0,64.0,474.0,47.0,17.0,1.0
40-44,216,201,417,Eskişehir,İnönü,23.0,5352.0,5017.0,4888.0,2542.0,505.0,8.0,8.0,57.0,1165.0,64.0,474.0,47.0,17.0,1.0
45-49,231,210,441,Eskişehir,İnönü,23.0,5352.0,5017.0,4888.0,2542.0,505.0,8.0,8.0,57.0,1165.0,64.0,474.0,47.0,17.0,1.0
50-54,219,235,454,Eskişehir,İnönü,23.0,5352.0,5017.0,4888.0,2542.0,505.0,8.0,8.0,57.0,1165.0,64.0,474.0,47.0,17.0,1.0
55-59,287,249,536,Eskişehir,İnönü,23.0,5352.0,5017.0,4888.0,2542.0,505.0,8.0,8.0,57.0,1165.0,64.0,474.0,47.0,17.0,1.0
60-64,243,245,488,Eskişehir,İnönü,23.0,5352.0,5017.0,4888.0,2542.0,505.0,8.0,8.0,57.0,1165.0,64.0,474.0,47.0,17.0,1.0
65-69,210,219,429,Eskişehir,İnönü,23.0,5352.0,5017.0,4888.0,2542.0,505.0,8.0,8.0,57.0,1165.0,64.0,474.0,47.0,17.0,1.0
70-74,141,200,341,Eskişehir,İnönü,23.0,5352.0,5017.0,4888.0,2542.0,505.0,8.0,8.0,57.0,1165.0,64.0,474.0,47.0,17.0,1.0
75+,261,364,625,Eskişehir,İnönü,23.0,5352.0,5017.0,4888.0,2542.0,505.0,8.0,8.0,57.0,1165.0,64.0,474.0,47.0,17.0,1.0
18-24,2897,2961,5858,Konya,Ilgın,142.0,41114.0,36570.0,35287.0,17312.0,7429.0,77.0,90.0,248.0,4168.0,745.0,4714.0,435.0,55.0,14.0
25-29,1607,1635,3242,Konya,Ilgın,142.0,41114.0,36570.0,35287.0,17312.0,7429.0,77.0,90.0,248.0,4168.0,745.0,4714.0,435.0,55.0,14.0
30-34,1755,1677,3432,Konya,Ilgın,142.0,41114.0,36570.0,35287.0,17312.0,7429.0,77.0,90.0,248.0,4168.0,745.0,4714.0,435.0,55.0,14.0
35-39,1701,1721,3422,Konya,Ilgın,142.0,41114.0,36570.0,35287.0,17312.0,7429.0,77.0,90.0,248.0,4168.0,745.0,4714.0,435.0,55.0,14.0
40-44,1692,1753,3445,Konya,Ilgın,142.0,41114.0,36570.0,35287.0,17312.0,7429.0,77.0,90.0,248.0,4168.0,745.0,4714.0,435.0,55.0,14.0
45-49,1675,1852,3527,Konya,Ilgın,142.0,41114.0,36570.0,35287.0,17312.0,7429.0,77.0,90.0,248.0,4168.0,745.0,4714.0,435.0,55.0,14.0
50-54,1802,1902,3704,Konya,Ilgın,142.0,41114.0,36570.0,35287.0,17312.0,7429.0,77.0,90.0,248.0,4168.0,745.0,4714.0,435.0,55.0,14.0
55-59,1821,1873,3694,Konya,Ilgın,142.0,41114.0,36570.0,35287.0,17312.0,7429.0,77.0,90.0,248.0,4168.0,745.0,4714.0,435.0,55.0,14.0
60-64,1469,1558,3027,Konya,Ilgın,142.0,41114.0,36570.0,35287.0,17312.0,7429.0,77.0,90.0,248.0,4168.0,745.0,4714.0,435.0,55.0,14.0
65-69,1207,1409,2616,Konya,Ilgın,142.0,41114.0,36570.0,35287.0,17312.0,7429.0,77.0,90.0,248.0,4168.0,745.0,4714.0,435.0,55.0,14.0
70-74,891,1173,2064,Konya,Ilgın,142.0,41114.0,36570.0,35287.0,17312.0,7429.0,77.0,90.0,248.0,4168.0,745.0,4714.0,435.0,55.0,14.0
75+,1272,1811,3083,Konya,Ilgın,142.0,41114.0,36570.0,35287.0,17312.0,7429.0,77.0,90.0,248.0,4168.0,745.0,4714.0,435.0,55.0,14.0
18-24,485,460,945,Tokat,Artova,37.0,6379.0,5908.0,5794.0,3238.0,799.0,11.0,7.0,84.0,1144.0,55.0,395.0,49.0,12.0,0.0
25-29,192,195,387,Tokat,Artova,37.0,6379.0,5908.0,5794.0,3238.0,799.0,11.0,7.0,84.0,1144.0,55.0,395.0,49.0,12.0,0.0
30-34,226,254,480,Tokat,Artova,37.0,6379.0,5908.0,5794.0,3238.0,799.0,11.0,7.0,84.0,1144.0,55.0,395.0,49.0,12.0,0.0
35-39,273,260,533,Tokat,Artova,37.0,6379.0,5908.0,5794.0,3238.0,799.0,11.0,7.0,84.0,1144.0,55.0,395.0,49.0,12.0,0.0
40-44,262,241,503,Tokat,Artova,37.0,6379.0,5908.0,5794.0,3238.0,799.0,11.0,7.0,84.0,1144.0,55.0,395.0,49.0,12.0,0.0
45-49,270,251,521,Tokat,Artova,37.0,6379.0,5908.0,5794.0,3238.0,799.0,11.0,7.0,84.0,1144.0,55.0,395.0,49.0,12.0,0.0
50-54,238,238,476,Tokat,Artova,37.0,6379.0,5908.0,5794.0,3238.0,799.0,11.0,7.0,84.0,1144.0,55.0,395.0,49.0,12.0,0.0
55-59,260,274,534,Tokat,Artova,37.0,6379.0,5908.0,5794.0,3238.0,799.0,11.0,7.0,84.0,1144.0,55.0,395.0,49.0,12.0,0.0
60-64,254,311,565,Tokat,Artova,37.0,6379.0,5908.0,5794.0,3238.0,799.0,11.0,7.0,84.0,1144.0,55.0,395.0,49.0,12.0,0.0
65-69,222,211,433,Tokat,Artova,37.0,6379.0,5908.0,5794.0,3238.0,799.0,11.0,7.0,84.0,1144.0,55.0,395.0,49.0,12.0,0.0
70-74,204,243,447,Tokat,Artova,37.0,6379.0,5908.0,5794.0,3238.0,799.0,11.0,7.0,84.0,1144.0,55.0,395.0,49.0,12.0,0.0
75+,271,284,555,Tokat,Artova,37.0,6379.0,5908.0,5794.0,3238.0,799.0,11.0,7.0,84.0,1144.0,55.0,395.0,49.0,12.0,0.0
18-24,14343,15301,29644,Çorum,Çorum Merkez,725.0,205764.0,189084.0,185814.0,84158.0,26402.0,175.0,283.0,8747.0,46520.0,2246.0,14922.0,1975.0,386.0,0.0
25-29,9327,9989,19316,Çorum,Çorum Merkez,725.0,205764.0,189084.0,185814.0,84158.0,26402.0,175.0,283.0,8747.0,46520.0,2246.0,14922.0,1975.0,386.0,0.0
30-34,10059,10444,20503,Çorum,Çorum Merkez,725.0,205764.0,189084.0,185814.0,84158.0,26402.0,175.0,283.0,8747.0,46520.0,2246.0,14922.0,1975.0,386.0,0.0
35-39,11283,11725,23008,Çorum,Çorum Merkez,725.0,205764.0,189084.0,185814.0,84158.0,26402.0,175.0,283.0,8747.0,46520.0,2246.0,14922.0,1975.0,386.0,0.0
40-44,10364,10655,21019,Çorum,Çorum Merkez,725.0,205764.0,189084.0,185814.0,84158.0,26402.0,175.0,283.0,8747.0,46520.0,2246.0,14922.0,1975.0,386.0,0.0
45-49,9430,9455,18885,Çorum,Çorum Merkez,725.0,205764.0,189084.0,185814.0,84158.0,26402.0,175.0,283.0,8747.0,46520.0,2246.0,14922.0,1975.0,386.0,0.0
50-54,8574,8650,17224,Çorum,Çorum Merkez,725.0,205764.0,189084.0,185814.0,84158.0,26402.0,175.0,283.0,8747.0,46520.0,2246.0,14922.0,1975.0,386.0,0.0
55-59,7566,7900,15466,Çorum,Çorum Merkez,725.0,205764.0,189084.0,185814.0,84158.0,26402.0,175.0,283.0,8747.0,46520.0,2246.0,14922.0,1975.0,386.0,0.0
60-64,6477,6567,13044,Çorum,Çorum Merkez,725.0,205764.0,189084.0,185814.0,84158.0,26402.0,175.0,283.0,8747.0,46520.0,2246.0,14922.0,1975.0,386.0,0.0
65-69,4789,5186,9975,Çorum,Çorum Merkez,725.0,205764.0,189084.0,185814.0,84158.0,26402.0,175.0,283.0,8747.0,46520.0,2246.0,14922.0,1975.0,386.0,0.0
70-74,3386,3876,7262,Çorum,Çorum Merkez,725.0,205764.0,189084.0,185814.0,84158.0,26402.0,175.0,283.0,8747.0,46520.0,2246.0,14922.0,1975.0,386.0,0.0
75+,4352,6066,10418,Çorum,Çorum Merkez,725.0,205764.0,189084.0,185814.0,84158.0,26402.0,175.0,283.0,8747.0,46520.0,2246.0,14922.0,1975.0,386.0,0.0
18-24,717,693,1410,Kütahya,Altıntaş,52.0,12447.0,11019.0,10720.0,6152.0,1984.0,23.0,29.0,64.0,1218.0,143.0,962.0,133.0,12.0,0.0
25-29,418,428,846,Kütahya,Altıntaş,52.0,12447.0,11019.0,10720.0,6152.0,1984.0,23.0,29.0,64.0,1218.0,143.0,962.0,133.0,12.0,0.0
30-34,508,482,990,Kütahya,Altıntaş,52.0,12447.0,11019.0,10720.0,6152.0,1984.0,23.0,29.0,64.0,1218.0,143.0,962.0,133.0,12.0,0.0
35-39,530,492,1022,Kütahya,Altıntaş,52.0,12447.0,11019.0,10720.0,6152.0,1984.0,23.0,29.0,64.0,1218.0,143.0,962.0,133.0,12.0,0.0
40-44,523,461,984,Kütahya,Altıntaş,52.0,12447.0,11019.0,10720.0,6152.0,1984.0,23.0,29.0,64.0,1218.0,143.0,962.0,133.0,12.0,0.0
45-49,514,504,1018,Kütahya,Altıntaş,52.0,12447.0,11019.0,10720.0,6152.0,1984.0,23.0,29.0,64.0,1218.0,143.0,962.0,133.0,12.0,0.0
50-54,539,566,1105,Kütahya,Altıntaş,52.0,12447.0,11019.0,10720.0,6152.0,1984.0,23.0,29.0,64.0,1218.0,143.0,962.0,133.0,12.0,0.0
55-59,575,601,1176,Kütahya,Altıntaş,52.0,12447.0,11019.0,10720.0,6152.0,1984.0,23.0,29.0,64.0,1218.0,143.0,962.0,133.0,12.0,0.0
60-64,554,537,1091,Kütahya,Altıntaş,52.0,12447.0,11019.0,10720.0,6152.0,1984.0,23.0,29.0,64.0,1218.0,143.0,962.0,133.0,12.0,0.0
65-69,469,527,996,Kütahya,Altıntaş,52.0,12447.0,11019.0,10720.0,6152.0,1984.0,23.0,29.0,64.0,1218.0,143.0,962.0,133.0,12.0,0.0
70-74,322,368,690,Kütahya,Altıntaş,52.0,12447.0,11019.0,10720.0,6152.0,1984.0,23.0,29.0,64.0,1218.0,143.0,962.0,133.0,12.0,0.0
75+,501,618,1119,Kütahya,Altıntaş,52.0,12447.0,11019.0,10720.0,6152.0,1984.0,23.0,29.0,64.0,1218.0,143.0,962.0,133.0,12.0,0.0
18-24,272,272,544,Kastamonu,Azdavay,57.0,6112.0,5202.0,4979.0,2234.0,616.0,36.0,43.0,30.0,1278.0,50.0,604.0,63.0,25.0,0.0
25-29,213,166,379,Kastamonu,Azdavay,57.0,6112.0,5202.0,4979.0,2234.0,616.0,36.0,43.0,30.0,1278.0,50.0,604.0,63.0,25.0,0.0
30-34,188,165,353,Kastamonu,Azdavay,57.0,6112.0,5202.0,4979.0,2234.0,616.0,36.0,43.0,30.0,1278.0,50.0,604.0,63.0,25.0,0.0
35-39,199,158,357,Kastamonu,Azdavay,57.0,6112.0,5202.0,4979.0,2234.0,616.0,36.0,43.0,30.0,1278.0,50.0,604.0,63.0,25.0,0.0
40-44,170,149,319,Kastamonu,Azdavay,57.0,6112.0,5202.0,4979.0,2234.0,616.0,36.0,43.0,30.0,1278.0,50.0,604.0,63.0,25.0,0.0
45-49,187,198,385,Kastamonu,Azdavay,57.0,6112.0,5202.0,4979.0,2234.0,616.0,36.0,43.0,30.0,1278.0,50.0,604.0,63.0,25.0,0.0
50-54,269,253,522,Kastamonu,Azdavay,57.0,6112.0,5202.0,4979.0,2234.0,616.0,36.0,43.0,30.0,1278.0,50.0,604.0,63.0,25.0,0.0
55-59,289,311,600,Kastamonu,Azdavay,57.0,6112.0,5202.0,4979.0,2234.0,616.0,36.0,43.0,30.0,1278.0,50.0,604.0,63.0,25.0,0.0
60-64,319,345,664,Kastamonu,Azdavay,57.0,6112.0,5202.0,4979.0,2234.0,616.0,36.0,43.0,30.0,1278.0,50.0,604.0,63.0,25.0,0.0
65-69,290,315,605,Kastamonu,Azdavay,57.0,6112.0,5202.0,4979.0,2234.0,616.0,36.0,43.0,30.0,1278.0,50.0,604.0,63.0,25.0,0.0
70-74,214,269,483,Kastamonu,Azdavay,57.0,6112.0,5202.0,4979.0,2234.0,616.0,36.0,43.0,30.0,1278.0,50.0,604.0,63.0,25.0,0.0
75+,434,467,901,Kastamonu,Azdavay,57.0,6112.0,5202.0,4979.0,2234.0,616.0,36.0,43.0,30.0,1278.0,50.0,604.0,63.0,25.0,0.0
18-24,413,454,867,Yalova,Armutlu,23.0,6829.0,5984.0,5882.0,2581.0,864.0,15.0,11.0,361.0,1257.0,113.0,591.0,67.0,22.0,0.0
25-29,308,291,599,Yalova,Armutlu,23.0,6829.0,5984.0,5882.0,2581.0,864.0,15.0,11.0,361.0,1257.0,113.0,591.0,67.0,22.0,0.0
30-34,332,300,632,Yalova,Armutlu,23.0,6829.0,5984.0,5882.0,2581.0,864.0,15.0,11.0,361.0,1257.0,113.0,591.0,67.0,22.0,0.0
35-39,348,306,654,Yalova,Armutlu,23.0,6829.0,5984.0,5882.0,2581.0,864.0,15.0,11.0,361.0,1257.0,113.0,591.0,67.0,22.0,0.0
40-44,283,271,554,Yalova,Armutlu,23.0,6829.0,5984.0,5882.0,2581.0,864.0,15.0,11.0,361.0,1257.0,113.0,591.0,67.0,22.0,0.0
45-49,287,262,549,Yalova,Armutlu,23.0,6829.0,5984.0,5882.0,2581.0,864.0,15.0,11.0,361.0,1257.0,113.0,591.0,67.0,22.0,0.0
50-54,303,278,581,Yalova,Armutlu,23.0,6829.0,5984.0,5882.0,2581.0,864.0,15.0,11.0,361.0,1257.0,113.0,591.0,67.0,22.0,0.0
55-59,277,279,556,Yalova,Armutlu,23.0,6829.0,5984.0,5882.0,2581.0,864.0,15.0,11.0,361.0,1257.0,113.0,591.0,67.0,22.0,0.0
60-64,276,268,544,Yalova,Armutlu,23.0,6829.0,5984.0,5882.0,2581.0,864.0,15.0,11.0,361.0,1257.0,113.0,591.0,67.0,22.0,0.0
65-69,236,214,450,Yalova,Armutlu,23.0,6829.0,5984.0,5882.0,2581.0,864.0,15.0,11.0,361.0,1257.0,113.0,591.0,67.0,22.0,0.0
70-74,170,180,350,Yalova,Armutlu,23.0,6829.0,5984.0,5882.0,2581.0,864.0,15.0,11.0,361.0,1257.0,113.0,591.0,67.0,22.0,0.0
75+,226,267,493,Yalova,Armutlu,23.0,6829.0,5984.0,5882.0,2581.0,864.0,15.0,11.0,361.0,1257.0,113.0,591.0,67.0,22.0,0.0
18-24,4435,4820,9255,Sakarya,Erenler,178.0,60970.0,55021.0,54140.0,33981.0,7190.0,60.0,79.0,1310.0,5538.0,1071.0,4164.0,653.0,94.0,0.0
25-29,3327,3236,6563,Sakarya,Erenler,178.0,60970.0,55021.0,54140.0,33981.0,7190.0,60.0,79.0,1310.0,5538.0,1071.0,4164.0,653.0,94.0,0.0
30-34,3341,3357,6698,Sakarya,Erenler,178.0,60970.0,55021.0,54140.0,33981.0,7190.0,60.0,79.0,1310.0,5538.0,1071.0,4164.0,653.0,94.0,0.0
35-39,3526,3489,7015,Sakarya,Erenler,178.0,60970.0,55021.0,54140.0,33981.0,7190.0,60.0,79.0,1310.0,5538.0,1071.0,4164.0,653.0,94.0,0.0
40-44,3141,3109,6250,Sakarya,Erenler,178.0,60970.0,55021.0,54140.0,33981.0,7190.0,60.0,79.0,1310.0,5538.0,1071.0,4164.0,653.0,94.0,0.0
45-49,2870,2717,5587,Sakarya,Erenler,178.0,60970.0,55021.0,54140.0,33981.0,7190.0,60.0,79.0,1310.0,5538.0,1071.0,4164.0,653.0,94.0,0.0
50-54,2468,2492,4960,Sakarya,Erenler,178.0,60970.0,55021.0,54140.0,33981.0,7190.0,60.0,79.0,1310.0,5538.0,1071.0,4164.0,653.0,94.0,0.0
55-59,2123,2143,4266,Sakarya,Erenler,178.0,60970.0,55021.0,54140.0,33981.0,7190.0,60.0,79.0,1310.0,5538.0,1071.0,4164.0,653.0,94.0,0.0
60-64,1876,1872,3748,Sakarya,Erenler,178.0,60970.0,55021.0,54140.0,33981.0,7190.0,60.0,79.0,1310.0,5538.0,1071.0,4164.0,653.0,94.0,0.0
65-69,1346,1390,2736,Sakarya,Erenler,178.0,60970.0,55021.0,54140.0,33981.0,7190.0,60.0,79.0,1310.0,5538.0,1071.0,4164.0,653.0,94.0,0.0
70-74,783,948,1731,Sakarya,Erenler,178.0,60970.0,55021.0,54140.0,33981.0,7190.0,60.0,79.0,1310.0,5538.0,1071.0,4164.0,653.0,94.0,0.0
75+,898,1263,2161,Sakarya,Erenler,178.0,60970.0,55021.0,54140.0,33981.0,7190.0,60.0,79.0,1310.0,5538.0,1071.0,4164.0,653.0,94.0,0.0
18-24,12694,13240,25934,İzmir,Karşıyaka,752.0,274303.0,248340.0,245818.0,36009.0,8646.0,187.0,1010.0,25386.0,143198.0,1269.0,27752.0,942.0,1184.0,235.0
25-29,10551,11916,22467,İzmir,Karşıyaka,752.0,274303.0,248340.0,245818.0,36009.0,8646.0,187.0,1010.0,25386.0,143198.0,1269.0,27752.0,942.0,1184.0,235.0
30-34,12754,13956,26710,İzmir,Karşıyaka,752.0,274303.0,248340.0,245818.0,36009.0,8646.0,187.0,1010.0,25386.0,143198.0,1269.0,27752.0,942.0,1184.0,235.0
35-39,14431,15994,30425,İzmir,Karşıyaka,752.0,274303.0,248340.0,245818.0,36009.0,8646.0,187.0,1010.0,25386.0,143198.0,1269.0,27752.0,942.0,1184.0,235.0
40-44,13007,14773,27780,İzmir,Karşıyaka,752.0,274303.0,248340.0,245818.0,36009.0,8646.0,187.0,1010.0,25386.0,143198.0,1269.0,27752.0,942.0,1184.0,235.0
45-49,11673,13747,25420,İzmir,Karşıyaka,752.0,274303.0,248340.0,245818.0,36009.0,8646.0,187.0,1010.0,25386.0,143198.0,1269.0,27752.0,942.0,1184.0,235.0
50-54,10830,12640,23470,İzmir,Karşıyaka,752.0,274303.0,248340.0,245818.0,36009.0,8646.0,187.0,1010.0,25386.0,143198.0,1269.0,27752.0,942.0,1184.0,235.0
55-59,10266,12548,22814,İzmir,Karşıyaka,752.0,274303.0,248340.0,245818.0,36009.0,8646.0,187.0,1010.0,25386.0,143198.0,1269.0,27752.0,942.0,1184.0,235.0
60-64,9546,11519,21065,İzmir,Karşıyaka,752.0,274303.0,248340.0,245818.0,36009.0,8646.0,187.0,1010.0,25386.0,143198.0,1269.0,27752.0,942.0,1184.0,235.0
65-69,7737,9409,17146,İzmir,Karşıyaka,752.0,274303.0,248340.0,245818.0,36009.0,8646.0,187.0,1010.0,25386.0,143198.0,1269.0,27752.0,942.0,1184.0,235.0
70-74,5532,7165,12697,İzmir,Karşıyaka,752.0,274303.0,248340.0,245818.0,36009.0,8646.0,187.0,1010.0,25386.0,143198.0,1269.0,27752.0,942.0,1184.0,235.0
75+,6970,11405,18375,İzmir,Karşıyaka,752.0,274303.0,248340.0,245818.0,36009.0,8646.0,187.0,1010.0,25386.0,143198.0,1269.0,27752.0,942.0,1184.0,235.0
18-24,512,587,1099,Konya,Çeltik,25.0,7131.0,6069.0,5897.0,3457.0,686.0,26.0,20.0,68.0,569.0,90.0,919.0,56.0,3.0,3.0
25-29,287,268,555,Konya,Çeltik,25.0,7131.0,6069.0,5897.0,3457.0,686.0,26.0,20.0,68.0,569.0,90.0,919.0,56.0,3.0,3.0
30-34,280,248,528,Konya,Çeltik,25.0,7131.0,6069.0,5897.0,3457.0,686.0,26.0,20.0,68.0,569.0,90.0,919.0,56.0,3.0,3.0
35-39,327,294,621,Konya,Çeltik,25.0,7131.0,6069.0,5897.0,3457.0,686.0,26.0,20.0,68.0,569.0,90.0,919.0,56.0,3.0,3.0
40-44,330,342,672,Konya,Çeltik,25.0,7131.0,6069.0,5897.0,3457.0,686.0,26.0,20.0,68.0,569.0,90.0,919.0,56.0,3.0,3.0
45-49,379,327,706,Konya,Çeltik,25.0,7131.0,6069.0,5897.0,3457.0,686.0,26.0,20.0,68.0,569.0,90.0,919.0,56.0,3.0,3.0
50-54,373,347,720,Konya,Çeltik,25.0,7131.0,6069.0,5897.0,3457.0,686.0,26.0,20.0,68.0,569.0,90.0,919.0,56.0,3.0,3.0
55-59,311,280,591,Konya,Çeltik,25.0,7131.0,6069.0,5897.0,3457.0,686.0,26.0,20.0,68.0,569.0,90.0,919.0,56.0,3.0,3.0
60-64,205,234,439,Konya,Çeltik,25.0,7131.0,6069.0,5897.0,3457.0,686.0,26.0,20.0,68.0,569.0,90.0,919.0,56.0,3.0,3.0
65-69,177,240,417,Konya,Çeltik,25.0,7131.0,6069.0,5897.0,3457.0,686.0,26.0,20.0,68.0,569.0,90.0,919.0,56.0,3.0,3.0
70-74,131,202,333,Konya,Çeltik,25.0,7131.0,6069.0,5897.0,3457.0,686.0,26.0,20.0,68.0,569.0,90.0,919.0,56.0,3.0,3.0
75+,201,249,450,Konya,Çeltik,25.0,7131.0,6069.0,5897.0,3457.0,686.0,26.0,20.0,68.0,569.0,90.0,919.0,56.0,3.0,3.0
18-24,6171,6233,12404,Şanlıurfa,Birecik,196.0,54194.0,42013.0,40875.0,19049.0,2452.0,1159.0,54.0,13917.0,2503.0,398.0,1115.0,193.0,28.0,7.0
25-29,3596,3476,7072,Şanlıurfa,Birecik,196.0,54194.0,42013.0,40875.0,19049.0,2452.0,1159.0,54.0,13917.0,2503.0,398.0,1115.0,193.0,28.0,7.0
30-34,3182,3169,6351,Şanlıurfa,Birecik,196.0,54194.0,42013.0,40875.0,19049.0,2452.0,1159.0,54.0,13917.0,2503.0,398.0,1115.0,193.0,28.0,7.0
35-39,2885,2951,5836,Şanlıurfa,Birecik,196.0,54194.0,42013.0,40875.0,19049.0,2452.0,1159.0,54.0,13917.0,2503.0,398.0,1115.0,193.0,28.0,7.0
40-44,2322,2466,4788,Şanlıurfa,Birecik,196.0,54194.0,42013.0,40875.0,19049.0,2452.0,1159.0,54.0,13917.0,2503.0,398.0,1115.0,193.0,28.0,7.0
45-49,2078,2113,4191,Şanlıurfa,Birecik,196.0,54194.0,42013.0,40875.0,19049.0,2452.0,1159.0,54.0,13917.0,2503.0,398.0,1115.0,193.0,28.0,7.0
50-54,1752,1773,3525,Şanlıurfa,Birecik,196.0,54194.0,42013.0,40875.0,19049.0,2452.0,1159.0,54.0,13917.0,2503.0,398.0,1115.0,193.0,28.0,7.0
55-59,1377,1434,2811,Şanlıurfa,Birecik,196.0,54194.0,42013.0,40875.0,19049.0,2452.0,1159.0,54.0,13917.0,2503.0,398.0,1115.0,193.0,28.0,7.0
